arrival_rate_per_s,typing,type_count,parent_type,child_type,eligible_parent_events,direct_child_events,B_entry
0.6,spatial_16,16,13,8,18,0,0.0
0.6,spatial_16,16,13,9,18,0,0.0
0.6,spatial_16,16,13,10,18,0,0.0
0.6,spatial_16,16,13,11,18,0,0.0
0.6,spatial_16,16,13,12,18,15,0.8333333333333334
0.6,spatial_16,16,13,13,18,1,0.05555555555555555
0.6,spatial_16,16,13,14,18,0,0.0
0.6,spatial_16,16,13,15,18,0,0.0
0.6,spatial_16,16,14,0,7,0,0.0
0.6,spatial_16,16,14,1,7,0,0.0
0.6,spatial_16,16,14,2,7,0,0.0
0.6,spatial_16,16,14,3,7,0,0.0
0.6,spatial_16,16,14,4,7,0,0.0
0.6,spatial_16,16,14,5,7,0,0.0
0.6,spatial_16,16,14,6,7,0,0.0
0.6,spatial_16,16,14,7,7,0,0.0
0.6,spatial_16,16,14,8,7,0,0.0
0.6,spatial_16,16,14,9,7,0,0.0
0.6,spatial_16,16,14,10,7,0,0.0
0.6,spatial_16,16,14,11,7,0,0.0
0.6,spatial_16,16,14,12,7,0,0.0
0.6,spatial_16,16,14,13,7,7,1.0
0.6,spatial_16,16,14,14,7,0,0.0
0.6,spatial_16,16,14,15,7,0,0.0
0.6,spatial_16,16,15,0,0,0,0.0
0.6,spatial_16,16,15,1,0,0,0.0
0.6,spatial_16,16,15,2,0,0,0.0
0.6,spatial_16,16,15,3,0,0,0.0
0.6,spatial_16,16,15,4,0,0,0.0
0.6,spatial_16,16,15,5,0,0,0.0
0.6,spatial_16,16,15,6,0,0,0.0
0.6,spatial_16,16,15,7,0,0,0.0
0.6,spatial_16,16,15,8,0,0,0.0
0.6,spatial_16,16,15,9,0,0,0.0
0.6,spatial_16,16,15,10,0,0,0.0
0.6,spatial_16,16,15,11,0,0,0.0
0.6,spatial_16,16,15,12,0,0,0.0
0.6,spatial_16,16,15,13,0,0,0.0
0.6,spatial_16,16,15,14,0,0,0.0
0.6,spatial_16,16,15,15,0,0,0.0
0.6,root_gate_control,16,0,0,10,5,0.5
0.6,root_gate_control,16,0,1,10,0,0.0
0.6,root_gate_control,16,0,2,10,0,0.0
0.6,root_gate_control,16,0,3,10,0,0.0
0.6,root_gate_control,16,0,4,10,0,0.0
0.6,root_gate_control,16,0,5,10,0,0.0
0.6,root_gate_control,16,0,6,10,0,0.0
0.6,root_gate_control,16,0,7,10,0,0.0
0.6,root_gate_control,16,0,8,10,0,0.0
0.6,root_gate_control,16,0,9,10,0,0.0
0.6,root_gate_control,16,0,10,10,0,0.0
0.6,root_gate_control,16,0,11,10,0,0.0
0.6,root_gate_control,16,0,12,10,0,0.0
0.6,root_gate_control,16,0,13,10,0,0.0
0.6,root_gate_control,16,0,14,10,0,0.0
0.6,root_gate_control,16,0,15,10,0,0.0
0.6,root_gate_control,16,1,0,27,0,0.0
0.6,root_gate_control,16,1,1,27,18,0.6666666666666666
0.6,root_gate_control,16,1,2,27,0,0.0
0.6,root_gate_control,16,1,3,27,0,0.0
0.6,root_gate_control,16,1,4,27,0,0.0
0.6,root_gate_control,16,1,5,27,0,0.0
0.6,root_gate_control,16,1,6,27,0,0.0
0.6,root_gate_control,16,1,7,27,0,0.0
0.6,root_gate_control,16,1,8,27,0,0.0
0.6,root_gate_control,16,1,9,27,0,0.0
0.6,root_gate_control,16,1,10,27,0,0.0
0.6,root_gate_control,16,1,11,27,0,0.0
0.6,root_gate_control,16,1,12,27,0,0.0
0.6,root_gate_control,16,1,13,27,0,0.0
0.6,root_gate_control,16,1,14,27,0,0.0
0.6,root_gate_control,16,1,15,27,0,0.0
0.6,root_gate_control,16,2,0,20,0,0.0
0.6,root_gate_control,16,2,1,20,0,0.0
0.6,root_gate_control,16,2,2,20,16,0.8
0.6,root_gate_control,16,2,3,20,0,0.0
0.6,root_gate_control,16,2,4,20,0,0.0
0.6,root_gate_control,16,2,5,20,0,0.0
0.6,root_gate_control,16,2,6,20,0,0.0
0.6,root_gate_control,16,2,7,20,0,0.0
0.6,root_gate_control,16,2,8,20,0,0.0
0.6,root_gate_control,16,2,9,20,0,0.0
0.6,root_gate_control,16,2,10,20,0,0.0
0.6,root_gate_control,16,2,11,20,0,0.0
0.6,root_gate_control,16,2,12,20,0,0.0
0.6,root_gate_control,16,2,13,20,0,0.0
0.6,root_gate_control,16,2,14,20,0,0.0
0.6,root_gate_control,16,2,15,20,0,0.0
0.6,root_gate_control,16,3,0,39,0,0.0
0.6,root_gate_control,16,3,1,39,0,0.0
0.6,root_gate_control,16,3,2,39,0,0.0
0.6,root_gate_control,16,3,3,39,33,0.8461538461538461
0.6,root_gate_control,16,3,4,39,0,0.0
0.6,root_gate_control,16,3,5,39,0,0.0
0.6,root_gate_control,16,3,6,39,0,0.0
0.6,root_gate_control,16,3,7,39,0,0.0
0.6,root_gate_control,16,3,8,39,0,0.0
0.6,root_gate_control,16,3,9,39,0,0.0
0.6,root_gate_control,16,3,10,39,0,0.0
0.6,root_gate_control,16,3,11,39,0,0.0
0.6,root_gate_control,16,3,12,39,0,0.0
0.6,root_gate_control,16,3,13,39,0,0.0
0.6,root_gate_control,16,3,14,39,0,0.0
0.6,root_gate_control,16,3,15,39,0,0.0
0.6,root_gate_control,16,4,0,46,0,0.0
0.6,root_gate_control,16,4,1,46,0,0.0
0.6,root_gate_control,16,4,2,46,0,0.0
0.6,root_gate_control,16,4,3,46,0,0.0
0.6,root_gate_control,16,4,4,46,40,0.8695652173913043
0.6,root_gate_control,16,4,5,46,0,0.0
0.6,root_gate_control,16,4,6,46,0,0.0
0.6,root_gate_control,16,4,7,46,0,0.0
0.6,root_gate_control,16,4,8,46,0,0.0
0.6,root_gate_control,16,4,9,46,0,0.0
0.6,root_gate_control,16,4,10,46,0,0.0
0.6,root_gate_control,16,4,11,46,0,0.0
0.6,root_gate_control,16,4,12,46,0,0.0
0.6,root_gate_control,16,4,13,46,0,0.0
0.6,root_gate_control,16,4,14,46,0,0.0
0.6,root_gate_control,16,4,15,46,0,0.0
0.6,root_gate_control,16,5,0,85,0,0.0
0.6,root_gate_control,16,5,1,85,0,0.0
0.6,root_gate_control,16,5,2,85,0,0.0
0.6,root_gate_control,16,5,3,85,0,0.0
0.6,root_gate_control,16,5,4,85,0,0.0
0.6,root_gate_control,16,5,5,85,75,0.8823529411764706
0.6,root_gate_control,16,5,6,85,0,0.0
0.6,root_gate_control,16,5,7,85,0,0.0
0.6,root_gate_control,16,5,8,85,0,0.0
0.6,root_gate_control,16,5,9,85,0,0.0
0.6,root_gate_control,16,5,10,85,0,0.0
0.6,root_gate_control,16,5,11,85,0,0.0
0.6,root_gate_control,16,5,12,85,0,0.0
0.6,root_gate_control,16,5,13,85,0,0.0
0.6,root_gate_control,16,5,14,85,0,0.0
0.6,root_gate_control,16,5,15,85,0,0.0
0.6,root_gate_control,16,6,0,21,0,0.0
0.6,root_gate_control,16,6,1,21,0,0.0
0.6,root_gate_control,16,6,2,21,0,0.0
0.6,root_gate_control,16,6,3,21,0,0.0
0.6,root_gate_control,16,6,4,21,0,0.0
0.6,root_gate_control,16,6,5,21,0,0.0
0.6,root_gate_control,16,6,6,21,17,0.8095238095238095
0.6,root_gate_control,16,6,7,21,0,0.0
0.6,root_gate_control,16,6,8,21,0,0.0
0.6,root_gate_control,16,6,9,21,0,0.0
0.6,root_gate_control,16,6,10,21,0,0.0
0.6,root_gate_control,16,6,11,21,0,0.0
0.6,root_gate_control,16,6,12,21,0,0.0
0.6,root_gate_control,16,6,13,21,0,0.0
0.6,root_gate_control,16,6,14,21,0,0.0
0.6,root_gate_control,16,6,15,21,0,0.0
0.6,root_gate_control,16,7,0,27,0,0.0
0.6,root_gate_control,16,7,1,27,0,0.0
0.6,root_gate_control,16,7,2,27,0,0.0
0.6,root_gate_control,16,7,3,27,0,0.0
0.6,root_gate_control,16,7,4,27,0,0.0
0.6,root_gate_control,16,7,5,27,0,0.0
0.6,root_gate_control,16,7,6,27,0,0.0
0.6,root_gate_control,16,7,7,27,23,0.8518518518518519
0.6,root_gate_control,16,7,8,27,0,0.0
0.6,root_gate_control,16,7,9,27,0,0.0
0.6,root_gate_control,16,7,10,27,0,0.0
0.6,root_gate_control,16,7,11,27,0,0.0
0.6,root_gate_control,16,7,12,27,0,0.0
0.6,root_gate_control,16,7,13,27,0,0.0
0.6,root_gate_control,16,7,14,27,0,0.0
0.6,root_gate_control,16,7,15,27,0,0.0
0.6,root_gate_control,16,8,0,62,0,0.0
0.6,root_gate_control,16,8,1,62,0,0.0
0.6,root_gate_control,16,8,2,62,0,0.0
0.6,root_gate_control,16,8,3,62,0,0.0
0.6,root_gate_control,16,8,4,62,0,0.0
0.6,root_gate_control,16,8,5,62,0,0.0
0.6,root_gate_control,16,8,6,62,0,0.0
0.6,root_gate_control,16,8,7,62,0,0.0
0.6,root_gate_control,16,8,8,62,54,0.8709677419354839
0.6,root_gate_control,16,8,9,62,0,0.0
0.6,root_gate_control,16,8,10,62,0,0.0
0.6,root_gate_control,16,8,11,62,0,0.0
0.6,root_gate_control,16,8,12,62,0,0.0
0.6,root_gate_control,16,8,13,62,0,0.0
0.6,root_gate_control,16,8,14,62,0,0.0
0.6,root_gate_control,16,8,15,62,0,0.0
0.6,root_gate_control,16,9,0,51,0,0.0
0.6,root_gate_control,16,9,1,51,0,0.0
0.6,root_gate_control,16,9,2,51,0,0.0
0.6,root_gate_control,16,9,3,51,0,0.0
0.6,root_gate_control,16,9,4,51,0,0.0
0.6,root_gate_control,16,9,5,51,0,0.0
0.6,root_gate_control,16,9,6,51,0,0.0
0.6,root_gate_control,16,9,7,51,0,0.0
0.6,root_gate_control,16,9,8,51,0,0.0
0.6,root_gate_control,16,9,9,51,47,0.9215686274509803
0.6,root_gate_control,16,9,10,51,0,0.0
0.6,root_gate_control,16,9,11,51,0,0.0
0.6,root_gate_control,16,9,12,51,0,0.0
0.6,root_gate_control,16,9,13,51,0,0.0
0.6,root_gate_control,16,9,14,51,0,0.0
0.6,root_gate_control,16,9,15,51,0,0.0
0.6,root_gate_control,16,10,0,59,0,0.0
0.6,root_gate_control,16,10,1,59,0,0.0
0.6,root_gate_control,16,10,2,59,0,0.0
0.6,root_gate_control,16,10,3,59,0,0.0
0.6,root_gate_control,16,10,4,59,0,0.0
0.6,root_gate_control,16,10,5,59,0,0.0
0.6,root_gate_control,16,10,6,59,0,0.0
0.6,root_gate_control,16,10,7,59,0,0.0
0.6,root_gate_control,16,10,8,59,0,0.0
0.6,root_gate_control,16,10,9,59,0,0.0
0.6,root_gate_control,16,10,10,59,54,0.9152542372881356
0.6,root_gate_control,16,10,11,59,0,0.0
0.6,root_gate_control,16,10,12,59,0,0.0
0.6,root_gate_control,16,10,13,59,0,0.0
0.6,root_gate_control,16,10,14,59,0,0.0
0.6,root_gate_control,16,10,15,59,0,0.0
0.6,root_gate_control,16,11,0,69,0,0.0
0.6,root_gate_control,16,11,1,69,0,0.0
0.6,root_gate_control,16,11,2,69,0,0.0
0.6,root_gate_control,16,11,3,69,0,0.0
0.6,root_gate_control,16,11,4,69,0,0.0
0.6,root_gate_control,16,11,5,69,0,0.0
0.6,root_gate_control,16,11,6,69,0,0.0
0.6,root_gate_control,16,11,7,69,0,0.0
0.6,root_gate_control,16,11,8,69,0,0.0
0.6,root_gate_control,16,11,9,69,0,0.0
0.6,root_gate_control,16,11,10,69,0,0.0
0.6,root_gate_control,16,11,11,69,63,0.9130434782608695
0.6,root_gate_control,16,11,12,69,0,0.0
0.6,root_gate_control,16,11,13,69,0,0.0
0.6,root_gate_control,16,11,14,69,0,0.0
0.6,root_gate_control,16,11,15,69,0,0.0
0.6,root_gate_control,16,12,0,92,0,0.0
0.6,root_gate_control,16,12,1,92,0,0.0
0.6,root_gate_control,16,12,2,92,0,0.0
0.6,root_gate_control,16,12,3,92,0,0.0
0.6,root_gate_control,16,12,4,92,0,0.0
0.6,root_gate_control,16,12,5,92,0,0.0
0.6,root_gate_control,16,12,6,92,0,0.0
0.6,root_gate_control,16,12,7,92,0,0.0
0.6,root_gate_control,16,12,8,92,0,0.0
0.6,root_gate_control,16,12,9,92,0,0.0
0.6,root_gate_control,16,12,10,92,0,0.0
0.6,root_gate_control,16,12,11,92,0,0.0
0.6,root_gate_control,16,12,12,92,83,0.9021739130434783
0.6,root_gate_control,16,12,13,92,0,0.0
0.6,root_gate_control,16,12,14,92,0,0.0
0.6,root_gate_control,16,12,15,92,0,0.0
0.6,root_gate_control,16,13,0,76,0,0.0
0.6,root_gate_control,16,13,1,76,0,0.0
0.6,root_gate_control,16,13,2,76,0,0.0
0.6,root_gate_control,16,13,3,76,0,0.0
0.6,root_gate_control,16,13,4,76,0,0.0
0.6,root_gate_control,16,13,5,76,0,0.0
0.6,root_gate_control,16,13,6,76,0,0.0
0.6,root_gate_control,16,13,7,76,0,0.0
0.6,root_gate_control,16,13,8,76,0,0.0
0.6,root_gate_control,16,13,9,76,0,0.0
0.6,root_gate_control,16,13,10,76,0,0.0
0.6,root_gate_control,16,13,11,76,0,0.0
0.6,root_gate_control,16,13,12,76,0,0.0
0.6,root_gate_control,16,13,13,76,69,0.9078947368421053
0.6,root_gate_control,16,13,14,76,0,0.0
0.6,root_gate_control,16,13,15,76,0,0.0
0.6,root_gate_control,16,14,0,80,0,0.0
0.6,root_gate_control,16,14,1,80,0,0.0
0.6,root_gate_control,16,14,2,80,0,0.0
0.6,root_gate_control,16,14,3,80,0,0.0
0.6,root_gate_control,16,14,4,80,0,0.0
0.6,root_gate_control,16,14,5,80,0,0.0
0.6,root_gate_control,16,14,6,80,0,0.0
0.6,root_gate_control,16,14,7,80,0,0.0
0.6,root_gate_control,16,14,8,80,0,0.0
0.6,root_gate_control,16,14,9,80,0,0.0
0.6,root_gate_control,16,14,10,80,0,0.0
0.6,root_gate_control,16,14,11,80,0,0.0
0.6,root_gate_control,16,14,12,80,0,0.0
0.6,root_gate_control,16,14,13,80,0,0.0
0.6,root_gate_control,16,14,14,80,72,0.9
0.6,root_gate_control,16,14,15,80,0,0.0
0.6,root_gate_control,16,15,0,64,0,0.0
0.6,root_gate_control,16,15,1,64,0,0.0
0.6,root_gate_control,16,15,2,64,0,0.0
0.6,root_gate_control,16,15,3,64,0,0.0
0.6,root_gate_control,16,15,4,64,0,0.0
0.6,root_gate_control,16,15,5,64,0,0.0
0.6,root_gate_control,16,15,6,64,0,0.0
0.6,root_gate_control,16,15,7,64,0,0.0
0.6,root_gate_control,16,15,8,64,0,0.0
0.6,root_gate_control,16,15,9,64,0,0.0
0.6,root_gate_control,16,15,10,64,0,0.0
0.6,root_gate_control,16,15,11,64,0,0.0
0.6,root_gate_control,16,15,12,64,0,0.0
0.6,root_gate_control,16,15,13,64,0,0.0
0.6,root_gate_control,16,15,14,64,0,0.0
0.6,root_gate_control,16,15,15,64,55,0.859375
0.8,scalar,1,0,0,836,731,0.8744019138755981
0.8,severity_SR,2,0,0,305,216,0.7081967213114754
0.8,severity_SR,2,0,1,305,66,0.21639344262295082
0.8,severity_SR,2,1,0,531,1,0.0018832391713747645
0.8,severity_SR,2,1,1,531,448,0.8436911487758946
0.8,spatial_4,4,0,0,397,325,0.818639798488665
0.8,spatial_4,4,0,1,397,0,0.0
0.8,spatial_4,4,0,2,397,0,0.0
0.8,spatial_4,4,0,3,397,0,0.0
0.8,spatial_4,4,1,0,223,43,0.19282511210762332
0.8,spatial_4,4,1,1,223,163,0.7309417040358744
0.8,spatial_4,4,1,2,223,1,0.004484304932735426
0.8,spatial_4,4,1,3,223,0,0.0
0.8,spatial_4,4,2,0,168,0,0.0
0.8,spatial_4,4,2,1,168,33,0.19642857142857142
0.8,spatial_4,4,2,2,168,121,0.7202380952380952
0.8,spatial_4,4,2,3,168,0,0.0
0.8,spatial_4,4,3,0,48,0,0.0
0.8,spatial_4,4,3,1,48,0,0.0
0.8,spatial_4,4,3,2,48,21,0.4375
0.8,spatial_4,4,3,3,48,24,0.5
0.8,spatial_8,8,0,0,258,192,0.7441860465116279
0.8,spatial_8,8,0,1,258,0,0.0
0.8,spatial_8,8,0,2,258,0,0.0
0.8,spatial_8,8,0,3,258,0,0.0
0.8,spatial_8,8,0,4,258,0,0.0
0.8,spatial_8,8,0,5,258,0,0.0
0.8,spatial_8,8,0,6,258,0,0.0
0.8,spatial_8,8,0,7,258,0,0.0
0.8,spatial_8,8,1,0,139,52,0.37410071942446044
0.8,spatial_8,8,1,1,139,81,0.5827338129496403
0.8,spatial_8,8,1,2,139,0,0.0
0.8,spatial_8,8,1,3,139,0,0.0
0.8,spatial_8,8,1,4,139,0,0.0
0.8,spatial_8,8,1,5,139,0,0.0
0.8,spatial_8,8,1,6,139,0,0.0
0.8,spatial_8,8,1,7,139,0,0.0
0.8,spatial_8,8,2,0,115,0,0.0
0.8,spatial_8,8,2,1,115,43,0.3739130434782609
0.8,spatial_8,8,2,2,115,63,0.5478260869565217
0.8,spatial_8,8,2,3,115,0,0.0
0.8,spatial_8,8,2,4,115,0,0.0
0.8,spatial_8,8,2,5,115,0,0.0
0.8,spatial_8,8,2,6,115,0,0.0
0.8,spatial_8,8,2,7,115,0,0.0
0.8,spatial_8,8,3,0,108,0,0.0
0.8,spatial_8,8,3,1,108,0,0.0
0.8,spatial_8,8,3,2,108,38,0.35185185185185186
0.8,spatial_8,8,3,3,108,62,0.5740740740740741
0.8,spatial_8,8,3,4,108,1,0.009259259259259259
0.8,spatial_8,8,3,5,108,0,0.0
0.8,spatial_8,8,3,6,108,0,0.0
0.8,spatial_8,8,3,7,108,0,0.0
0.8,spatial_8,8,4,0,92,0,0.0
0.8,spatial_8,8,4,1,92,0,0.0
0.8,spatial_8,8,4,2,92,0,0.0
0.8,spatial_8,8,4,3,92,33,0.358695652173913
0.8,spatial_8,8,4,4,92,50,0.5434782608695652
0.8,spatial_8,8,4,5,92,0,0.0
0.8,spatial_8,8,4,6,92,0,0.0
0.8,spatial_8,8,4,7,92,0,0.0
0.8,spatial_8,8,5,0,76,0,0.0
0.8,spatial_8,8,5,1,76,0,0.0
0.8,spatial_8,8,5,2,76,0,0.0
0.8,spatial_8,8,5,3,76,0,0.0
0.8,spatial_8,8,5,4,76,31,0.40789473684210525
0.8,spatial_8,8,5,5,76,40,0.5263157894736842
0.8,spatial_8,8,5,6,76,0,0.0
0.8,spatial_8,8,5,7,76,0,0.0
0.8,spatial_8,8,6,0,41,0,0.0
0.8,spatial_8,8,6,1,41,0,0.0
0.8,spatial_8,8,6,2,41,0,0.0
0.8,spatial_8,8,6,3,41,0,0.0
0.8,spatial_8,8,6,4,41,0,0.0
0.8,spatial_8,8,6,5,41,21,0.5121951219512195
0.8,spatial_8,8,6,6,41,17,0.4146341463414634
0.8,spatial_8,8,6,7,41,0,0.0
0.8,spatial_8,8,7,0,7,0,0.0
0.8,spatial_8,8,7,1,7,0,0.0
0.8,spatial_8,8,7,2,7,0,0.0
0.8,spatial_8,8,7,3,7,0,0.0
0.8,spatial_8,8,7,4,7,0,0.0
0.8,spatial_8,8,7,5,7,0,0.0
0.8,spatial_8,8,7,6,7,7,1.0
0.8,spatial_8,8,7,7,7,0,0.0
0.8,spatial_16,16,0,0,180,114,0.6333333333333333
0.8,spatial_16,16,0,1,180,0,0.0
0.8,spatial_16,16,0,2,180,0,0.0
0.8,spatial_16,16,0,3,180,0,0.0
0.8,spatial_16,16,0,4,180,0,0.0
0.8,spatial_16,16,0,5,180,0,0.0
0.8,spatial_16,16,0,6,180,0,0.0
0.8,spatial_16,16,0,7,180,0,0.0
0.8,spatial_16,16,0,8,180,0,0.0
0.8,spatial_16,16,0,9,180,0,0.0
0.8,spatial_16,16,0,10,180,0,0.0
0.8,spatial_16,16,0,11,180,0,0.0
0.8,spatial_16,16,0,12,180,0,0.0
0.8,spatial_16,16,0,13,180,0,0.0
0.8,spatial_16,16,0,14,180,0,0.0
0.8,spatial_16,16,0,15,180,0,0.0
0.8,spatial_16,16,1,0,78,61,0.782051282051282
0.8,spatial_16,16,1,1,78,17,0.21794871794871795
0.8,spatial_16,16,1,2,78,0,0.0
0.8,spatial_16,16,1,3,78,0,0.0
0.8,spatial_16,16,1,4,78,0,0.0
0.8,spatial_16,16,1,5,78,0,0.0
0.8,spatial_16,16,1,6,78,0,0.0
0.8,spatial_16,16,1,7,78,0,0.0
0.8,spatial_16,16,1,8,78,0,0.0
0.8,spatial_16,16,1,9,78,0,0.0
0.8,spatial_16,16,1,10,78,0,0.0
0.8,spatial_16,16,1,11,78,0,0.0
0.8,spatial_16,16,1,12,78,0,0.0
0.8,spatial_16,16,1,13,78,0,0.0
0.8,spatial_16,16,1,14,78,0,0.0
0.8,spatial_16,16,1,15,78,0,0.0
0.8,spatial_16,16,2,0,75,0,0.0
0.8,spatial_16,16,2,1,75,52,0.6933333333333334
0.8,spatial_16,16,2,2,75,21,0.28
0.8,spatial_16,16,2,3,75,0,0.0
0.8,spatial_16,16,2,4,75,0,0.0
0.8,spatial_16,16,2,5,75,0,0.0
0.8,spatial_16,16,2,6,75,0,0.0
0.8,spatial_16,16,2,7,75,0,0.0
0.8,spatial_16,16,2,8,75,0,0.0
0.8,spatial_16,16,2,9,75,0,0.0
0.8,spatial_16,16,2,10,75,0,0.0
0.8,spatial_16,16,2,11,75,0,0.0
0.8,spatial_16,16,2,12,75,0,0.0
0.8,spatial_16,16,2,13,75,0,0.0
0.8,spatial_16,16,2,14,75,0,0.0
0.8,spatial_16,16,2,15,75,0,0.0
0.8,spatial_16,16,3,0,64,0,0.0
0.8,spatial_16,16,3,1,64,0,0.0
0.8,spatial_16,16,3,2,64,46,0.71875
0.8,spatial_16,16,3,3,64,14,0.21875
0.8,spatial_16,16,3,4,64,0,0.0
0.8,spatial_16,16,3,5,64,0,0.0
0.8,spatial_16,16,3,6,64,0,0.0
0.8,spatial_16,16,3,7,64,0,0.0
0.8,spatial_16,16,3,8,64,0,0.0
0.8,spatial_16,16,3,9,64,0,0.0
0.8,spatial_16,16,3,10,64,0,0.0
0.8,spatial_16,16,3,11,64,0,0.0
0.8,spatial_16,16,3,12,64,0,0.0
0.8,spatial_16,16,3,13,64,0,0.0
0.8,spatial_16,16,3,14,64,0,0.0
0.8,spatial_16,16,3,15,64,0,0.0
0.8,spatial_16,16,4,0,61,0,0.0
0.8,spatial_16,16,4,1,61,0,0.0
0.8,spatial_16,16,4,2,61,0,0.0
0.8,spatial_16,16,4,3,61,43,0.7049180327868853
0.8,spatial_16,16,4,4,61,14,0.22950819672131148
0.8,spatial_16,16,4,5,61,0,0.0
0.8,spatial_16,16,4,6,61,0,0.0
0.8,spatial_16,16,4,7,61,0,0.0
0.8,spatial_16,16,4,8,61,0,0.0
0.8,spatial_16,16,4,9,61,0,0.0
0.8,spatial_16,16,4,10,61,0,0.0
0.8,spatial_16,16,4,11,61,0,0.0
0.8,spatial_16,16,4,12,61,0,0.0
0.8,spatial_16,16,4,13,61,0,0.0
0.8,spatial_16,16,4,14,61,0,0.0
0.8,spatial_16,16,4,15,61,0,0.0
0.8,spatial_16,16,5,0,54,0,0.0
0.8,spatial_16,16,5,1,54,0,0.0
0.8,spatial_16,16,5,2,54,0,0.0
0.8,spatial_16,16,5,3,54,0,0.0
0.8,spatial_16,16,5,4,54,37,0.6851851851851852
0.8,spatial_16,16,5,5,54,12,0.2222222222222222
0.8,spatial_16,16,5,6,54,0,0.0
0.8,spatial_16,16,5,7,54,0,0.0
0.8,spatial_16,16,5,8,54,0,0.0
0.8,spatial_16,16,5,9,54,0,0.0
0.8,spatial_16,16,5,10,54,0,0.0
0.8,spatial_16,16,5,11,54,0,0.0
0.8,spatial_16,16,5,12,54,0,0.0
0.8,spatial_16,16,5,13,54,0,0.0
0.8,spatial_16,16,5,14,54,0,0.0
0.8,spatial_16,16,5,15,54,0,0.0
0.8,spatial_16,16,6,0,55,0,0.0
0.8,spatial_16,16,6,1,55,0,0.0
0.8,spatial_16,16,6,2,55,0,0.0
0.8,spatial_16,16,6,3,55,0,0.0
0.8,spatial_16,16,6,4,55,0,0.0
0.8,spatial_16,16,6,5,55,38,0.6909090909090909
0.8,spatial_16,16,6,6,55,14,0.2545454545454545
0.8,spatial_16,16,6,7,55,0,0.0
0.8,spatial_16,16,6,8,55,0,0.0
0.8,spatial_16,16,6,9,55,0,0.0
0.8,spatial_16,16,6,10,55,0,0.0
0.8,spatial_16,16,6,11,55,0,0.0
0.8,spatial_16,16,6,12,55,0,0.0
0.8,spatial_16,16,6,13,55,0,0.0
0.8,spatial_16,16,6,14,55,0,0.0
0.8,spatial_16,16,6,15,55,0,0.0
0.8,spatial_16,16,7,0,53,0,0.0
0.8,spatial_16,16,7,1,53,0,0.0
0.8,spatial_16,16,7,2,53,0,0.0
0.8,spatial_16,16,7,3,53,0,0.0
0.8,spatial_16,16,7,4,53,0,0.0
0.8,spatial_16,16,7,5,53,0,0.0
0.8,spatial_16,16,7,6,53,36,0.6792452830188679
0.8,spatial_16,16,7,7,53,12,0.22641509433962265
0.8,spatial_16,16,7,8,53,1,0.018867924528301886
0.8,spatial_16,16,7,9,53,0,0.0
0.8,spatial_16,16,7,10,53,0,0.0
0.8,spatial_16,16,7,11,53,0,0.0
0.8,spatial_16,16,7,12,53,0,0.0
0.8,spatial_16,16,7,13,53,0,0.0
0.8,spatial_16,16,7,14,53,0,0.0
0.8,spatial_16,16,7,15,53,0,0.0
0.8,spatial_16,16,8,0,49,0,0.0
0.8,spatial_16,16,8,1,49,0,0.0
0.8,spatial_16,16,8,2,49,0,0.0
0.8,spatial_16,16,8,3,49,0,0.0
0.8,spatial_16,16,8,4,49,0,0.0
0.8,spatial_16,16,8,5,49,0,0.0
0.8,spatial_16,16,8,6,49,0,0.0
0.8,spatial_16,16,8,7,49,33,0.673469387755102
0.8,spatial_16,16,8,8,49,11,0.22448979591836735
0.8,spatial_16,16,8,9,49,0,0.0
0.8,spatial_16,16,8,10,49,0,0.0
0.8,spatial_16,16,8,11,49,0,0.0
0.8,spatial_16,16,8,12,49,0,0.0
0.8,spatial_16,16,8,13,49,0,0.0
0.8,spatial_16,16,8,14,49,0,0.0
0.8,spatial_16,16,8,15,49,0,0.0
0.8,spatial_16,16,9,0,43,0,0.0
0.8,spatial_16,16,9,1,43,0,0.0
0.8,spatial_16,16,9,2,43,0,0.0
0.8,spatial_16,16,9,3,43,0,0.0
0.8,spatial_16,16,9,4,43,0,0.0
0.8,spatial_16,16,9,5,43,0,0.0
0.8,spatial_16,16,9,6,43,0,0.0
0.8,spatial_16,16,9,7,43,0,0.0
0.8,spatial_16,16,9,8,43,32,0.7441860465116279
0.8,spatial_16,16,9,9,43,7,0.16279069767441862
0.8,spatial_16,16,9,10,43,0,0.0
0.8,spatial_16,16,9,11,43,0,0.0
0.8,spatial_16,16,9,12,43,0,0.0
0.8,spatial_16,16,9,13,43,0,0.0
0.8,spatial_16,16,9,14,43,0,0.0
0.8,spatial_16,16,9,15,43,0,0.0
0.8,spatial_16,16,10,0,40,0,0.0
0.8,spatial_16,16,10,1,40,0,0.0
0.8,spatial_16,16,10,2,40,0,0.0
0.8,spatial_16,16,10,3,40,0,0.0
0.8,spatial_16,16,10,4,40,0,0.0
0.8,spatial_16,16,10,5,40,0,0.0
0.8,spatial_16,16,10,6,40,0,0.0
0.8,spatial_16,16,10,7,40,0,0.0
0.8,spatial_16,16,10,8,40,0,0.0
0.8,spatial_16,16,10,9,40,31,0.775
0.8,spatial_16,16,10,10,40,7,0.175
0.8,spatial_16,16,10,11,40,0,0.0
0.8,spatial_16,16,10,12,40,0,0.0
0.8,spatial_16,16,10,13,40,0,0.0
0.8,spatial_16,16,10,14,40,0,0.0
0.8,spatial_16,16,10,15,40,0,0.0
0.8,spatial_16,16,11,0,36,0,0.0
0.8,spatial_16,16,11,1,36,0,0.0
